sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
24-WB06,,Bag,simple,"Default Category/Gear,Default Category/Collections,Default Category/Gear/Bags",base,Endeavor Daytrip Backpack,"<p>With more room than it appears, the Endeavor Daytrip Backpack will hold a whole day's worth of books, binders and gym clothes. The spacious main compartment includes a dedicated laptop sleeve. Two other compartments offer extra storage space.</p>
<ul>
<li>Foam-padded adjustable shoulder straps.</li>
<li>900D polyester.</li>
<li>Oversized zippers.</li>
<li>Locker loop.</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",33,33,"10/24/16, 5:36 AM",,endeavor-daytrip-backpack,,,,/w/b/wb06-red-0.jpg,,/w/b/wb06-red-0.jpg,,/w/b/wb06-red-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM","10/24/16, 5:36 AM",,Block after Info Column,,,,,,"10/24/16, 5:36 AM",,,,,,,"activity=Gym|Hiking|School|Urban,erin_recommends=Yes,features_bags=Audio Pocket|Lightweight|Reflective|Laptop Sleeve|Lockable,material=Mesh|Nylon|Polyester,sale=Yes,strap_bags=Adjustable|Double|Padded,style_bags=Backpack|Laptop",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/b/wb06-red-0.jpg,/w/b/wb06-red-0_alt1.jpg","Image,Image",,,,,,,,,,
24-WB03,,Bag,simple,"Default Category/Gear,Default Category/Gear/Bags",base,Driven Backpack,"<p>School books, camp gear and yoga clothes get along just fine in the all-purpose Driven Backpack. Crafted with tough polyester ripstop fabric, it's outfitted with rubberized end panels and padded, adjustable shoulder straps. The roomy main compartment features molded foam pockets that host everything you need.</p>
<ul>
<li>Large main and small zip compartments.</li>
<li>Adjustable, padded straps.</li>
<li>Interior foam pockets.</li>
<li>Exterior zip compartment.</li>
<li>Left sport bottle pocket.</li>
<li>Survival gear sold separately.</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",36,,,,driven-backpack,,,,/w/b/wb03-purple-0.jpg,,/w/b/wb03-purple-0.jpg,,/w/b/wb03-purple-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Yoga|Gym|School,features_bags=Hydration Pocket|Audio Pocket|Lightweight|Laptop Sleeve,material=Mesh|Nylon|Polyester,strap_bags=Adjustable|Double|Padded,style_bags=Backpack|Laptop|Exercise",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-purple-0.jpg,Image,,,,,,,,,,
24-WB07,,Bag,simple,"Default Category/Gear,Default Category/Collections,Default Category/Gear/Bags,Default Category/Collections/New Luma Yoga Collection",base,Overnight Duffle,"<p>For long weekends away, camping outings and business trips, the Overnight Duffle can't be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it's the perfect travel companion.</p>
<ul>
<li>Dual top handles.</li>
<li>W 15"" x H 15"" x D 9"".</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",45,,,,overnight-duffle,,,,/w/b/wb07-brown-0.jpg,,/w/b/wb07-brown-0.jpg,,/w/b/wb07-brown-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Overnight|Travel,features_bags=Waterproof|Lockable,material=Leather|Nylon|Polyester,new=Yes,strap_bags=Double,style_bags=Duffel",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb07-brown-0.jpg,Image,,,,,,,,,,
24-WB04,,Bag,simple,"Default Category/Gear,Default Category/Collections,Default Category/Gear/Bags",base,Push It Messenger Bag,"<p>The name says so, but the Push It Messenger Bag is much more than a busy commuter's tote. It's a closet away from home when you're pedaling from class or work to gym and back or home again. It's the perfect size and shape for laptop, folded clothes, even extra shoes.</p>
<ul>
<li>Adjustable crossbody strap.</li>
<li>Top handle.</li>
<li>Zippered interior pocket.</li>
<li>Secure clip closures.</li>
<li>Durable fabric construction.</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",45,,,,push-it-messenger-bag,,,,/w/b/wb04-blue-0.jpg,,/w/b/wb04-blue-0.jpg,,/w/b/wb04-blue-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Yoga|School|Urban,features_bags=Waterproof|Lightweight|Laptop Sleeve|Lockable,material=Nylon|Polyester,performance_fabric=Yes,strap_bags=Adjustable|Cross Body|Detachable|Padded|Shoulder|Single,style_bags=Messenger|Laptop",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb04-blue-0.jpg,Image,,,,,,,,,,
24-UG06,,Gear,simple,"Default Category/Gear,Default Category/Gear/Fitness Equipment",base,Affirm Water Bottle,"<p>You'll stay hydrated with ease with the Affirm Water Bottle by your side or in hand. Measurements on the outside help you keep track of how much you're drinking, while the screw-top lid prevents spills. A metal carabiner clip allows you to attach it to the outside of a backpack or bag for easy access.</p>
<ul>
<li>Made of plastic.</li>
<li>Grooved sides for an easy grip.</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",7,,,,affirm-water-bottle,,,,/u/g/ug06-lb-0.jpg,,/u/g/ug06-lb-0.jpg,,/u/g/ug06-lb-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Yoga|Recreation|Gym|Sports,category_gear=Exercise|Hydration,gender=Men|Women|Boys|Girls|Unisex,material=Plastic",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/u/g/ug06-lb-0.jpg,Image,,,,,,,,,,
24-UG07,,Gear,simple,"Default Category/Gear,Default Category/Collections,Default Category/Gear/Fitness Equipment",base,Dual Handle Cardio Ball,"<p>Make the most of your limited workout window with our Dual-Handle Cardio Ball. The 15-lb ball maximizes the effort-impact to your abdominal, upper arm and lower-body muscles. It features a handle on each side for a firm, secure grip.</p>
<ul>
<li>Durable plastic shell with sand fill.
<li>Two handles.
<li>15 lbs.
</ul>",,,1,Taxable Goods,"Catalog, Search",12,12,"10/24/16, 5:36 AM",,dual-handle-cardio-ball,,,,/u/g/ug07-bk-0.jpg,,/u/g/ug07-bk-0.jpg,,/u/g/ug07-bk-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM","10/24/16, 5:36 AM",,Block after Info Column,,,,,,"10/24/16, 5:36 AM",,,,,,,"activity=Gym|Athletic|Sports,category_gear=Cardio|Exercise,erin_recommends=Yes,gender=Men|Women|Unisex,material=Plastic,sale=Yes",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/u/g/ug07-bk-0.jpg,/u/g/ug07-bk-0_alt1.jpg","Image,Image",,,,,,,,,,
24-UG04,,Gear,simple,"Default Category/Gear,Default Category/Gear/Fitness Equipment",base,Zing Jump Rope,"<p>One of the world's simplest and most portable exercise devices, a jump rope enables endless variations and fitness output. The Zing Jump Rope goes anywhere and can be used any time. It is adjustable in length and has contoured foam handles for a great grip.</p>
<ul>
<li> Contoured foam handles.
<li> Adjustable length.
</ul>",,,1,Taxable Goods,"Catalog, Search",12,,,,zing-jump-rope,,,,/u/g/ug04-bk-0.jpg,,/u/g/ug04-bk-0.jpg,,/u/g/ug04-bk-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Gym,category_gear=Cardio|Exercise,gender=Men|Women|Unisex,material=Leather|Plastic",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/u/g/ug04-bk-0.jpg,Image,,,,,,,,,,
24-UG02,,Gear,simple,"Default Category/Gear,Default Category/Gear/Fitness Equipment",base,Pursuit Lumaflex&trade; Tone Band,"<p>Save your knees and joints while strengthening arms, legs and core with the Pursuit Lumaflex&trade; Tone Band. This ultra-durable training tool lets you complete a full-body workout free of bulky machines or free weights.</p>
<ul>
<li>Home and/or gym use.</li>
<li>Ergonomic handles.</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",16,,,,pursuit-lumaflex-trade-tone-band,,,,/u/g/ug02-bk-0.jpg,,/u/g/ug02-bk-0.jpg,,/u/g/ug02-bk-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Gym,category_gear=Cardio|Exercise,gender=Men|Women|Unisex,material=Rubber|Synthetic",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/u/g/ug02-bk-0.jpg,Image,,,,,,,,,,
24-UG05,,Gear,simple,"Default Category/Gear,Default Category/Collections,Default Category/Gear/Fitness Equipment,Default Category/Collections/New Luma Yoga Collection",base,Go-Get'r Pushup Grips,"<p>The Go-Get'r Pushup Grips safely provide the extra range of motion you need for a deep-dip routine targeting core, shoulder, chest and arm strength. Do fewer pushups using more energy, getting better results faster than the standard floor-level technique yield.</p>
<ul>
<li>Durable foam grips.</li>
<li>Supportive base.</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",19,,,,go-get-r-pushup-grips,,,,/u/g/ug05-gr-0.jpg,,/u/g/ug05-gr-0.jpg,,/u/g/ug05-gr-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Gym|Athletic,category_gear=Exercise,erin_recommends=Yes,gender=Men|Women|Unisex,material=Plastic|Rubber,new=Yes",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/u/g/ug05-gr-0.jpg,Image,,,,,,,,,,
24-UG01,,Gear,simple,"Default Category/Gear,Default Category/Gear/Fitness Equipment",base,Quest Lumaflex&trade; Band,"<p>From leg extensions and standing squats to a full range of floor routines, the Quest Strength Band brings your own personal gym with you everywhere you go. Designed to add extra resistance to any training session, this strength band helps you tone and define your muscles. You'll love the extra comfort of its grippy handles and adjustable design.</p>
<ul>
<li>Adjusts from 30"" to 55"".
<li>Grippy comfort handles.
<li>Stretchy rubber construction.
</ul>",,,1,Taxable Goods,"Catalog, Search",19,,,,quest-lumaflex-trade-band,,,,/u/g/ug01-bk-0.jpg,,/u/g/ug01-bk-0.jpg,,/u/g/ug01-bk-0.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Gym,category_gear=Cardio|Exercise,gender=Men|Women|Unisex,material=Leather|Plastic|Rubber",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/u/g/ug01-bk-0.jpg,Image,,,,,,,,,,
24-WG084,,Gear,simple,"Default Category/Gear,Default Category/Gear/Fitness Equipment",base,Sprite Foam Yoga Brick,"<p>Our top-selling yoga prop, the 4-inch, high-quality Sprite Foam Yoga Brick is popular among yoga novices and studio professionals alike. An essential yoga accessory, the yoga brick is a critical tool for finding balance and alignment in many common yoga poses. Choose from 5 color options.</p>
<ul>
<li>Standard Large Size: 4"" x 6"" x 9"".
<li>Beveled edges for ideal contour grip.
<li>Durable and soft, scratch-proof foam.
<li>Individually wrapped.
<li>Ten color choices.
</ul>",,,1,Taxable Goods,"Catalog, Search",5,,,,sprite-foam-yoga-brick,,,,/l/u/luma-yoga-brick.jpg,,/l/u/luma-yoga-brick.jpg,,/l/u/luma-yoga-brick.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Yoga|Recreation|Gym|Sports,category_gear=Exercise,gender=Men|Women|Unisex,material=Foam",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/l/u/luma-yoga-brick.jpg,Image,,,,,,,,,,
24-WG088,,Gear,simple,"Default Category/Gear,Default Category/Gear/Fitness Equipment",base,Sprite Foam Roller,"<p>It hurts so good to use the Sprite Foam Roller on achy, tired muscles for myofascial massage therapy. Or you can add this fundamental piece to your Pilates and yoga accouterment, or apply towards core stability, strengthening and balance exercise. </p>
<ul>
<li>6'' wide by 12'' long.</li>
<li>Safe for myofascial release.</li>
<li>EPP or PE foam options.</li>
<li>Solid, dense, closed-cell foam.</li>
</ul>",,,1,Taxable Goods,"Catalog, Search",19,,,,sprite-foam-roller,,,,/l/u/luma-foam-roller.jpg,,/l/u/luma-foam-roller.jpg,,/l/u/luma-foam-roller.jpg,,,,"10/24/16, 12:36 PM","10/24/16, 12:36 PM",,,Block after Info Column,,,,,,,,,,,,,"activity=Yoga|Gym,category_gear=Exercise,gender=Men|Women|Unisex,material=Foam",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/l/u/luma-foam-roller.jpg,Image,,,,,,,,,,
