sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
WH04-S-Purple,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-S-Purple,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-s-purple,,,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Purple,size=S",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh04-purple_main.jpg,,,,,,,,,,,
WH04-M-Blue,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-M-Blue,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-m-blue,,,,/w/h/wh04-blue_main.jpg,,/w/h/wh04-blue_main.jpg,,/w/h/wh04-blue_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Blue,size=M",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/h/wh04-blue_alt1.jpg,/w/h/wh04-blue_back.jpg,/w/h/wh04-blue_main.jpg",",,",,,,,,,,,,
WH04-M-Orange,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-M-Orange,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-m-orange,,,,/w/h/wh04-orange_main.jpg,,/w/h/wh04-orange_main.jpg,,/w/h/wh04-orange_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Orange,size=M",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh04-orange_main.jpg,,,,,,,,,,,
WH04-M-Purple,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-M-Purple,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-m-purple,,,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Purple,size=M",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh04-purple_main.jpg,,,,,,,,,,,
WH04-L-Blue,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-L-Blue,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-l-blue,,,,/w/h/wh04-blue_main.jpg,,/w/h/wh04-blue_main.jpg,,/w/h/wh04-blue_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Blue,size=L",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/h/wh04-blue_alt1.jpg,/w/h/wh04-blue_back.jpg,/w/h/wh04-blue_main.jpg",",,",,,,,,,,,,
WH04-L-Orange,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-L-Orange,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-l-orange,,,,/w/h/wh04-orange_main.jpg,,/w/h/wh04-orange_main.jpg,,/w/h/wh04-orange_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Orange,size=L",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh04-orange_main.jpg,,,,,,,,,,,
WH04-L-Purple,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-L-Purple,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-l-purple,,,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Purple,size=L",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh04-purple_main.jpg,,,,,,,,,,,
WH04-XL-Blue,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-XL-Blue,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-xl-blue,,,,/w/h/wh04-blue_main.jpg,,/w/h/wh04-blue_main.jpg,,/w/h/wh04-blue_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Blue,size=XL",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/h/wh04-blue_alt1.jpg,/w/h/wh04-blue_back.jpg,/w/h/wh04-blue_main.jpg",",,",,,,,,,,,,
WH04-XL-Orange,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-XL-Orange,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-xl-orange,,,,/w/h/wh04-orange_main.jpg,,/w/h/wh04-orange_main.jpg,,/w/h/wh04-orange_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Orange,size=XL",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh04-orange_main.jpg,,,,,,,,,,,
WH04-XL-Purple,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Miko Pullover Hoodie-XL-Purple,"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>",,1,1,Taxable Goods,Not Visible Individually,69,,,,miko-pullover-hoodie-xl-purple,,,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,/w/h/wh04-purple_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Purple,size=XL",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh04-purple_main.jpg,,,,,,,,,,,
WH05-XS-Orange,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Selene Yoga Hoodie-XS-Orange,"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>",,1,1,Taxable Goods,Not Visible Individually,42,,,,selene-yoga-hoodie-xs-orange,,,,/w/h/wh05-orange_main.jpg,,/w/h/wh05-orange_main.jpg,,/w/h/wh05-orange_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Orange,size=XS",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh05-orange_main.jpg,,,,,,,,,,,
WH05-XS-Purple,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Selene Yoga Hoodie-XS-Purple,"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>",,1,1,Taxable Goods,Not Visible Individually,42,,,,selene-yoga-hoodie-xs-purple,,,,/w/h/wh05-purple_main.jpg,,/w/h/wh05-purple_main.jpg,,/w/h/wh05-purple_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Purple,size=XS",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh05-purple_main.jpg,,,,,,,,,,,
WH05-XS-White,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Selene Yoga Hoodie-XS-White,"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>",,1,1,Taxable Goods,Not Visible Individually,42,,,,selene-yoga-hoodie-xs-white,,,,/w/h/wh05-white_main.jpg,,/w/h/wh05-white_main.jpg,,/w/h/wh05-white_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=White,size=XS",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/h/wh05-white_back.jpg,/w/h/wh05-white_main.jpg",",",,,,,,,,,,
WH05-S-Orange,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Selene Yoga Hoodie-S-Orange,"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>",,1,1,Taxable Goods,Not Visible Individually,42,,,,selene-yoga-hoodie-s-orange,,,,/w/h/wh05-orange_main.jpg,,/w/h/wh05-orange_main.jpg,,/w/h/wh05-orange_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Orange,size=S",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh05-orange_main.jpg,,,,,,,,,,,
WH05-S-Purple,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Selene Yoga Hoodie-S-Purple,"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>",,1,1,Taxable Goods,Not Visible Individually,42,,,,selene-yoga-hoodie-s-purple,,,,/w/h/wh05-purple_main.jpg,,/w/h/wh05-purple_main.jpg,,/w/h/wh05-purple_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Purple,size=S",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/h/wh05-purple_main.jpg,,,,,,,,,,,
WH05-S-White,,Top,simple,Default Category/Women/Tops/Hoodies & Sweatshirts,base,Selene Yoga Hoodie-S-White,"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>",,1,1,Taxable Goods,Not Visible Individually,42,,,,selene-yoga-hoodie-s-white,,,,/w/h/wh05-white_main.jpg,,/w/h/wh05-white_main.jpg,,/w/h/wh05-white_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=White,size=S",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/h/wh05-white_back.jpg,/w/h/wh05-white_main.jpg",",",,,,,,,,,,
