store_view_code,attribute_set_code,path,name,is_active,is_anchor,include_in_menu,display_mode,url_key,description,image_path,meta_title,meta_keywords,meta_description,landing_page,position,path_in_store,custom_design,custom_design_from,custom_design_to,page_layout,custom_layout_update,available_sort_by,default_sort_by,custom_use_parent_settings,custom_apply_to_products,filter_price_range,created_at,updated_at,additional_attributes
de_de,Default,Default Category/Men/Tops,Oberteile,1,1,1,,oberteile-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Tops,Tops,1,1,1,,tops-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Men/Tops/Jackets,Jackets,1,1,1,,jackets-men,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Men/Tops/Jackets,Jacken,1,1,1,,jacken-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Tops/Jackets,Jackets,1,1,1,,jackets-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Men/Tops/Hoodies & Sweatshirts,Hoodies & Sweatshirts,1,1,1,,hoodies-and-sweatshirts-men,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Men/Tops/Hoodies & Sweatshirts,Hoodies & Sweatshirts,1,1,1,,hoodies-and-sweatshirts-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Tops/Hoodies & Sweatshirts,Hoodies & Sweatshirts,1,1,1,,hoodies-and-sweatshirts-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Men/Tops/Tees,Tees,1,1,1,,tees-men,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Men/Tops/Tees,Tees,1,1,1,,tees-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Tops/Tees,Tees,1,1,1,,tees-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Men/Tops/Tanks,Tanks,1,1,1,,tanks-men,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Men/Tops/Tanks,Tanks,1,1,1,,tanks-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Tops/Tanks,Tanks,1,1,1,,tanks-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Men/Bottoms,Bottoms,1,1,1,,bottoms-men,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Men/Bottoms,Unterteile,1,1,1,,unterteile-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Bottoms,Bottoms,1,1,1,,bottoms-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Men/Bottoms/Pants,Pants,1,1,1,,pants-men,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Men/Bottoms/Pants,Unterhosen,1,1,1,,unterhosen-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Bottoms/Pants,Pants,1,1,1,,pants-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Men/Bottoms/Shorts,Shorts,1,1,1,,shorts-men,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Men/Bottoms/Shorts,Kurze Hosen,1,1,1,,kurze-hosen-maenner,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Men/Bottoms/Shorts,Shorts,1,1,1,,shorts-men,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Gear,Gear,1,0,1,Static block only,,,,,,,,,,,,,,"<referenceContainer name=""catalog.leftnav"" remove=""true""/>",,,,,,,,
de_de,Default,Default Category/Gear,Ausrüstung,1,0,1,Static block only,,,,,,,,,,,,,,"<referenceContainer name=""catalog.leftnav"" remove=""true""/>",,,,,,,,
en_us,Default,Default Category/Gear,Gear,1,0,1,Static block only,,,,,,,,,,,,,,"<referenceContainer name=""catalog.leftnav"" remove=""true""/>",,,,,,,,
"",Default,Default Category/Gear/Bags,Bags,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Gear/Bags,Taschen,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Gear/Bags,Bags,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Gear/Fitness Equipment,Fitness Equipment,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Gear/Fitness Equipment,Fitness Ausrüstung,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Gear/Fitness Equipment,Fitness Equipment,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Gear/Watches,Watches,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Gear/Watches,Uhren,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Gear/Watches,Watches,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Collections,Collections,0,1,0,Static block only,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Collections,Kollektionen,0,1,0,Static block only,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Collections,Collections,0,1,0,Static block only,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Collections/New Luma Yoga Collection,New Luma Yoga Collection,1,1,0,,yoga-new,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Collections/New Luma Yoga Collection,New Luma Yoga Collection,1,1,0,,yoga-new,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Collections/New Luma Yoga Collection,Neue Luma Yoga Kollektion,1,1,0,,yoga-neu,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Collections/Erin Recommends,Erin Recommends,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Collections/Erin Recommends,Erin Empfiehlt,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Collections/Erin Recommends,Erin Recommends,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Collections/Performance Fabrics,Performance Fabrics,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Collections/Performance Fabrics,Performance Fabrics,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Collections/Performance Fabrics,Performance Fabrics,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Collections/Eco Friendly,Eco Friendly,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Collections/Eco Friendly,Eco Friendly,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Collections/Eco Friendly,Eco Friendly,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Collections/Performance Sportswear New,Performance Sportswear New,1,1,0,Static block only,performance-new,,,,,,,,,,,,1 column,,,,,,,,,
de_de,Default,Default Category/Collections/Performance Sportswear New,Performance Sportswear Neu,1,1,0,Static block only,performance-neu,,,,,,,,,,,,1 column,,,,,,,,,
en_us,Default,Default Category/Collections/Performance Sportswear New,Performance Sportswear New,1,1,0,Static block only,performance-new,,,,,,,,,,,,1 column,,,,,,,,,
"",Default,Default Category/Collections/Eco Collection New,Eco Collection New,1,1,0,Static block only,eco-new,,,,,,,,,,,,1 column,,,,,,,,,
de_de,Default,Default Category/Collections/Eco Collection New,Eco Collection Neu,1,1,0,Static block only,eco-neu,,,,,,,,,,,,1 column,,,,,,,,,
en_us,Default,Default Category/Collections/Eco Collection New,Eco Collection New,1,1,0,Static block only,eco-new,,,,,,,,,,,,1 column,,,,,,,,,
"",Default,Default Category/Training,Training,1,0,1,Static block only,,,,,,,,,,,,,,"<referenceContainer name=""catalog.leftnav"" remove=""true""/>",,,,,,,,
de_de,Default,Default Category/Training,Training,1,0,1,Static block only,,,,,,,,,,,,,,"<referenceContainer name=""catalog.leftnav"" remove=""true""/>",,,,,,,,
en_us,Default,Default Category/Training,Training,1,0,1,Static block only,,,,,,,,,,,,,,"<referenceContainer name=""catalog.leftnav"" remove=""true""/>",,,,,,,,
"",Default,Default Category/Training/Video Download,Video Download,1,1,1,,training-video,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Training/Video Download,Video Download,1,1,1,,training-video,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Training/Video Download,Video Download,1,1,1,,training-video,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Promotions,Promotions,0,0,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Promotions,Promotions,0,0,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Promotions,Promotions,0,0,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Promotions/Women Sale,Women Sale,1,1,0,,women-sale,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Promotions/Women Sale,Frauen Sale,1,1,0,,frauen-sale,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Promotions/Women Sale,Women Sale,1,1,0,,women-sale,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Promotions/Men Sale,Men Sale,1,1,0,,men-sale,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Promotions/Men Sale,Männer Sale,1,1,0,,maenner-sale,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Promotions/Men Sale,Men Sale,1,1,0,,men-sale,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Promotions/Pants,Pants,1,1,0,,pants-all,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Promotions/Pants,Unterhosen,1,1,0,,unterhosen-alle,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Promotions/Pants,Pants,1,1,0,,pants-all,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Promotions/Tees,Tees,1,1,0,,tees-all,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Promotions/Tees,Tees,1,1,0,,tees-alle,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Promotions/Tees,Tees,1,1,0,,tees-all,,,,,,,,,,,,,,,,,,,,,
"",Default,Default Category/Sale,Sale,1,1,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
de_de,Default,Default Category/Sale,Sale,1,1,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
en_us,Default,Default Category/Sale,Sale,1,1,1,Static block only,,,,,,,,,,,,,,,,,,,,,,
